Expected_Profit_Dollars,Expected_Profitability_Ratio,Expected_Loss_Dollars,Expense_Load_Dollars,Expected_Profit_Dollars_With_Bind,Submission ID,Broker Name,Channel,Broker Tier,Historical Bind Rate,Industry,Client Revenue ($M),Locations,State,Building Value ($),Contents Value ($),BI Value ($),Submission Complete,CAT Zone,Bind Propensity Score,Total Insured Value ($),Expected Value,Days to Quote,Prior Claims,Bind_Flag,_Derived_Premium,_Assumed_Loss_Ratio,Expected_Premium_Used,Assumed_Expense_Ratio,Assumed_Bind_Probability,,
10788.69,0.19,29466.49,16805.14,3883.93,SUB0605,Delta Insure,API,Bronze,0.35,Hospitality,16,1,LA,9780340,500000,200000,No,Yes,0.36,10480340,3772922,7,No,0,,0.52,57060.33,0.29,0.36,1,0
33219.93,0.28,59156.15,25882.72,8304.98,SUB0606,Delta Insure,API,Bronze,0.35,Hospitality,28,1,LA,10491015,500000,274669,No,Yes,0.25,11265684,2816421,9,No,0,,0.5,118258.79,0.22,0.25,1,0
26184.07,0.2,78921.97,26281.43,10473.63,SUB0607,Delta Insure,API,Bronze,0.35,Hospitality,27,1,LA,10936033,1636045,848193,No,Yes,0.4,13420271,5368108,10,Yes,0,,0.6,131387.47,0.2,0.4,1,0
6120.3,0.07,60876.67,20081.31,3427.37,SUB0608,FastBind,Email,Silver,0.5,Office Space,55,3,CO,13385696,973075,629483,No,No,0.56,14988254,8393422,8,No,0,,0.7,87078.28,0.23,0.56,1,0
14917.85,0.2,38391.86,20102.61,9099.89,SUB0609,Beta Cover,Email,Gold,0.65,Logistics,86,2,IL,11991804,2453174,720771,Yes,No,0.61,15165749,9251106,6,No,1,,0.52,73412.32,0.27,0.61,0.99,0
44275.51,0.16,154297.56,73432.65,29221.84,SUB0610,CoreTrust,Portal,Gold,0.66,Education,107,4,NJ,21078840,4124550,2338364,Yes,No,0.66,27541754,18177557,8,No,1,,0.57,272005.72,0.27,0.66,1,0
7206.67,0.02,253835.94,104207.38,5621.2,SUB0611,Alpha Risk,Portal,Platinum,0.78,Warehousing,95,3,TX,24995135,5245032,1865888,Yes,No,0.78,32106055,25042722,5,No,1,,0.69,365249.99,0.29,0.78,1,0
23130.27,0.17,73209.46,40361.06,11333.83,SUB0612,SecureEdge,Wholesaler,Silver,0.4,Retail,34,5,CA,7114779,3833094,1751582,No,No,0.49,12699455,6222732,8,No,0,,0.54,136700.79,0.3,0.49,1.01,0
15719.15,0.16,56841.75,23754.04,7388,SUB0613,SecureEdge,Wholesaler,Silver,0.4,Retail,40,5,CA,15877586,2695496,1139870,No,No,0.47,19712952,9265087,10,No,0,,0.59,96314.94,0.25,0.47,1,0
14000.62,0.22,34395.57,15493.68,7840.35,SUB0614,FastBind,Email,Silver,0.5,Office Space,54,3,CO,12177567,1066748,793300,No,No,0.56,14037615,7861064,4,No,0,,0.54,63889.87,0.24,0.56,1,0
85963.92,0.21,227456.27,94394.63,79946.45,SUB0615,Alpha Risk,Portal,Platinum,0.78,Manufacturing,172,5,OH,44236919,7444061,3349498,Yes,No,0.93,55030478,51178344,10,No,1,,0.56,407814.82,0.23,0.93,1,0
50168.46,0.12,253149.71,112561.45,38128.03,SUB0616,Alpha Risk,Portal,Platinum,0.78,Warehousing,75,3,TX,28737926,5775882,1519304,Yes,No,0.76,36033112,27385165,8,No,1,,0.61,415879.62,0.27,0.76,1,0
36829,0.21,91458.28,48560.95,22097.4,SUB0617,Beta Cover,Email,Gold,0.65,Logistics,71,2,IL,19032128,2178575,1393577,Yes,No,0.6,22604280,13562568,10,No,0,,0.52,176848.23,0.27,0.6,1,0
85886.13,0.19,244955.7,110262.91,77297.51,SUB0618,Alpha Risk,Portal,Platinum,0.78,Real Estate,234,8,NY,59209975,9806444,5024110,Yes,No,0.9,74040529,66636476,2,No,1,,0.56,441104.74,0.25,0.9,1,0
37851.74,0.24,87110.27,32838.07,10977,SUB0619,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,12088601,2902951,1429684,No,Yes,0.29,16421236,4762158,5,Yes,0,,0.55,157800.08,0.21,0.29,1,0
11546.3,0.2,30332.5,17140.75,5657.69,SUB0620,SecureEdge,Wholesaler,Silver,0.4,Retail,59,5,CA,9599807,3367297,1373865,No,No,0.49,14340969,7027074,9,No,0,,0.51,59019.55,0.29,0.49,1,0
44077.08,0.19,128589.39,63587.77,35261.67,SUB0621,CoreTrust,Portal,Gold,0.66,Education,81,4,NJ,16701785,4346685,1653723,Yes,No,0.8,22702193,18161754,4,Yes,1,,0.54,236254.25,0.27,0.8,1,0
8736.17,0.07,84160.93,38188.17,3581.83,SUB0622,SecureEdge,Wholesaler,Silver,0.4,Retail,58,5,CA,15237073,3029440,1511680,No,No,0.41,19778193,8109059,6,Yes,0,,0.64,131085.26,0.29,0.41,1,0
7947.27,0.17,26638.24,11510.43,3576.27,SUB0623,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,5403702,2202302,1124621,No,Yes,0.45,8730625,3928781,1,Yes,0,,0.58,46095.95,0.25,0.45,1,0
31629.4,0.19,85275.6,49919.31,22773.17,SUB0624,Beta Cover,Email,Gold,0.65,Manufacturing,103,2,FL,21231186,4967925,3082750,Yes,Yes,0.72,29281861,21082939,9,No,1,,0.51,166824.32,0.3,0.72,1,0
3912.28,0.12,18704.95,8943.53,1251.93,SUB0625,Delta Insure,API,Bronze,0.35,Hospitality,32,1,LA,5611924,668915,591103,No,Yes,0.32,6871942,2199021,1,Yes,0,,0.59,31560.77,0.28,0.32,0.99,0
32474.29,0.09,232563.06,92130.09,24680.46,SUB0626,Alpha Risk,Portal,Platinum,0.78,Warehousing,72,3,TX,24989817,4367596,1674361,Yes,No,0.76,31031774,23584148,5,Yes,1,,0.65,357167.44,0.26,0.76,1,0
15347.27,0.09,109563.62,53133.07,10589.61,SUB0627,CoreTrust,Portal,Gold,0.66,Education,92,4,NJ,15720404,3270602,2151973,Yes,No,0.69,21142979,14588655,4,Yes,1,,0.62,178043.95,0.3,0.69,1.01,0
35011.32,0.17,114526.7,60450.47,31160.08,SUB0628,Alpha Risk,Portal,Platinum,0.78,Warehousing,91,3,TX,21597131,4203980,1754077,Yes,No,0.89,27555188,24524117,3,Yes,1,,0.55,209988.49,0.29,0.89,1.01,0
9322.69,0.18,29254.27,12658.17,2890.04,SUB0629,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,4442142,2193452,1295517,No,Yes,0.31,7931111,2458644,6,No,0,,0.57,51235.14,0.25,0.31,1,0
14804.29,0.14,69512.5,23571.33,6513.89,SUB0630,FastBind,Email,Silver,0.5,Office Space,55,3,CO,11536210,2394866,988475,No,No,0.44,14919551,6564602,2,No,0,,0.64,107888.12,0.22,0.44,1,0
42898.31,0.12,207371.22,103508.49,32173.73,SUB0631,CoreTrust,Portal,Gold,0.66,Education,108,4,NJ,23838938,3727571,2451850,Yes,No,0.75,30018359,22513769,3,No,1,,0.59,353778.02,0.29,0.75,1,0
33438.72,0.17,108460.21,52105.21,27085.37,SUB0632,CoreTrust,Portal,Gold,0.66,Education,88,4,NJ,15394136,2873976,1997561,Yes,No,0.81,20265673,16415195,5,No,1,,0.56,194004.14,0.27,0.81,1,0
84901.1,0.24,200929.78,72896.45,72165.94,SUB0633,Alpha Risk,Portal,Platinum,0.78,Real Estate,233,8,NY,55566672,10861655,4992422,Yes,No,0.85,71420749,60707636,9,No,1,,0.56,358727.33,0.2,0.85,1,0
17252.55,0.15,66619.02,34966.51,12594.36,SUB0634,CoreTrust,Portal,Gold,0.66,Education,84,4,NJ,17079871,4415430,2449828,Yes,No,0.73,23945129,17479944,2,Yes,1,,0.56,118838.08,0.29,0.73,1,0
45749.3,0.21,124829.64,44315.33,38886.9,SUB0635,Alpha Risk,Portal,Platinum,0.78,Warehousing,92,3,TX,21248739,4187460,2137696,Yes,No,0.85,27573895,23437810,10,No,1,,0.58,214894.27,0.21,0.85,1,0
76756.79,0.18,228786.13,111276.18,58335.16,SUB0636,Alpha Risk,Portal,Platinum,0.78,Manufacturing,182,5,OH,40001891,7059559,3332988,Yes,No,0.76,50394438,38299772,8,No,1,,0.55,416819.1,0.27,0.76,1,0
9324.6,0.08,71883.35,28699.28,5501.52,SUB0637,FastBind,Email,Silver,0.5,Office Space,58,3,CO,11971600,2401147,936142,No,No,0.59,15308889,9032244,2,No,0,,0.65,109907.24,0.26,0.59,0.99,0
34958.96,0.14,149346.28,68107.5,29015.93,SUB0638,CoreTrust,Portal,Gold,0.66,Education,87,4,NJ,24570252,3413684,1559039,Yes,No,0.83,29542975,24520669,5,Yes,1,,0.59,252412.73,0.27,0.83,1,0
16036.24,0.07,142983,65441.84,12828.99,SUB0639,Alpha Risk,Portal,Platinum,0.78,Manufacturing,178,5,OH,42356740,6688738,2706240,Yes,No,0.8,51751718,41401374,7,No,1,,0.64,224461.08,0.29,0.8,1,0
3277.81,0.03,82341.29,32077.78,2589.47,SUB0640,CoreTrust,Portal,Gold,0.66,Education,95,4,NJ,20747926,3985450,1949679,Yes,No,0.79,26683055,21079613,8,No,1,,0.7,117696.88,0.27,0.79,1,0
109285.73,0.13,520087.84,212125.43,88521.44,SUB0641,Alpha Risk,Portal,Platinum,0.78,Real Estate,244,8,NY,61854512,10157779,4552217,Yes,No,0.81,76564508,62017251,1,No,1,,0.62,841498.99,0.25,0.81,1,0
121004.74,0.22,288150.84,150646.58,95593.74,SUB0642,Alpha Risk,Portal,Platinum,0.78,Real Estate,248,8,NY,64079625,10833204,4578718,Yes,No,0.79,79491547,62798322,6,Yes,1,,0.51,559802.15,0.27,0.79,1,0
8026.22,0.08,61497.18,28689.8,3290.75,SUB0643,Delta Insure,API,Bronze,0.35,Hospitality,15,1,LA,8779782,883934,244406,No,Yes,0.41,9908122,4062330,1,Yes,0,,0.63,98213.21,0.29,0.41,1,0
19626.42,0.16,65959.78,36122.06,6280.45,SUB0644,Delta Insure,API,Bronze,0.35,Hospitality,13,1,LA,9952637,1453519,200000,No,Yes,0.32,11606156,3713969,2,Yes,0,,0.54,121708.27,0.3,0.32,1,0
3207.72,0.11,17484.28,8630.82,801.93,SUB0645,Delta Insure,API,Bronze,0.35,Hospitality,36,1,LA,2106536,500000,608039,No,Yes,0.25,3214575,803643,1,No,0,,0.6,29322.83,0.29,0.25,1,0
16967.14,0.12,81926.19,39558.04,10519.63,SUB0646,Beta Cover,Email,Gold,0.65,Logistics,77,2,IL,16154997,2409306,670485,Yes,No,0.62,19234788,11925568,5,No,1,,0.59,138451.38,0.29,0.62,1,0
58823.89,0.21,162844.73,56008.89,47059.11,SUB0647,CoreTrust,Portal,Gold,0.66,Education,84,4,NJ,21726316,4215953,1592391,Yes,No,0.8,27534660,22027728,10,Yes,1,,0.59,277677.5,0.2,0.8,1,0
114857.07,0.21,282329.62,147692.03,105668.51,SUB0648,Alpha Risk,Portal,Platinum,0.78,Manufacturing,199,5,OH,40544758,6658335,2997126,Yes,No,0.92,50200219,46184201,9,Yes,1,,0.52,544878.73,0.27,0.92,1,0
89065.7,0.12,482470.14,157186.36,73033.87,SUB0649,Alpha Risk,Portal,Platinum,0.78,Real Estate,262,8,NY,59677725,10999539,5255062,Yes,No,0.82,75932326,62264507,6,No,1,,0.66,728722.2,0.22,0.82,1,0
8980.94,0.05,122334.36,47712.81,6286.66,SUB0650,Beta Cover,Email,Gold,0.65,Manufacturing,117,2,FL,15927536,4584637,3402932,Yes,Yes,0.7,23915105,16740573,1,Yes,1,,0.68,179028.12,0.27,0.7,1,0
9803.19,0.18,27746.53,16047.36,3529.15,SUB0651,Delta Insure,API,Bronze,0.35,Hospitality,41,1,LA,3532537,1574668,850880,No,Yes,0.36,5958085,2144910,1,Yes,0,,0.52,53597.09,0.3,0.36,1,0
17358.13,0.13,86122.75,26846.76,12324.27,SUB0652,Beta Cover,Email,Gold,0.65,Logistics,67,2,IL,14611687,2313027,1156309,Yes,No,0.71,18081023,12837526,2,No,1,,0.66,130327.64,0.21,0.71,1,0
16784.84,0.17,58854.38,25334.63,3692.67,SUB0653,Delta Insure,API,Bronze,0.35,Hospitality,33,1,LA,7589324,500000,566927,No,Yes,0.22,8656251,1904375,9,Yes,0,,0.58,100973.85,0.25,0.22,1,0
105533.32,0.18,302793.9,169445.46,94979.99,SUB0654,Alpha Risk,Portal,Platinum,0.78,Manufacturing,183,5,OH,39392403,7019094,2534434,Yes,No,0.9,48945931,44051337,3,No,1,,0.52,577772.67,0.29,0.9,0.99,0
26325.28,0.1,161756.22,65339.01,19480.71,SUB0655,CoreTrust,Portal,Gold,0.66,Education,103,4,NJ,16505142,3110619,1747371,Yes,No,0.74,21363132,15808717,1,No,1,,0.64,253420.51,0.26,0.74,1,0
30146.87,0.15,120105.18,49028.44,19896.94,SUB0656,Beta Cover,Email,Gold,0.65,Logistics,77,2,IL,17503394,1197414,526299,Yes,No,0.66,19227107,12689890,5,No,1,,0.6,199280.5,0.25,0.66,1,0
7083.95,0.07,64259.6,29283.36,2975.26,SUB0657,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,25,10,FL,8918704,1451895,1401423,No,Yes,0.42,11772022,4944249,7,Yes,0,,0.64,100626.9,0.29,0.42,1,0
28327.35,0.15,110692.49,44356.35,20678.96,SUB0658,Alpha Risk,Portal,Platinum,0.78,Warehousing,96,3,TX,28468443,5457967,2211563,Yes,No,0.73,36137973,26380720,6,Yes,1,,0.6,183376.19,0.24,0.73,0.99,0
12541.21,0.23,31535.15,11123.17,4514.83,SUB0659,Delta Insure,API,Bronze,0.35,Hospitality,11,1,LA,8696699,519398,359620,No,Yes,0.36,9575717,3447258,1,No,0,,0.57,55199.52,0.2,0.36,1,0
28680.38,0.09,205731.29,97126.23,22944.31,SUB0660,Alpha Risk,Portal,Platinum,0.78,Manufacturing,164,5,OH,35035732,6682444,2654495,Yes,No,0.8,44372671,35498136,5,No,1,,0.62,331537.9,0.29,0.8,1,0
11108.86,0.12,55402.95,24261.98,5110.07,SUB0661,SecureEdge,Wholesaler,Silver,0.4,Retail,39,5,CA,9298652,3179650,1814118,No,No,0.46,14292420,6574513,5,No,0,,0.61,90773.79,0.27,0.46,1,0
45223.81,0.14,202066.82,78647.22,37988,SUB0662,Alpha Risk,Portal,Platinum,0.78,Warehousing,93,3,TX,22731501,5024900,1565899,Yes,No,0.84,29322300,24630732,6,Yes,1,,0.62,325937.86,0.24,0.84,1,0
6268.84,0.15,25707.92,9197.98,1567.21,SUB0663,Delta Insure,API,Bronze,0.35,Hospitality,16,1,LA,3941737,864079,751107,No,Yes,0.25,5556923,1389230,3,No,0,,0.62,41174.74,0.22,0.25,0.99,0
106836.51,0.23,236834.53,123823.99,89742.67,SUB0664,Alpha Risk,Portal,Platinum,0.78,Manufacturing,189,5,OH,44239365,6753922,2887860,Yes,No,0.84,53881147,45260163,5,No,1,,0.51,467495.03,0.26,0.84,1,0
119532.11,0.26,237246.78,105315.36,103992.93,SUB0665,Alpha Risk,Portal,Platinum,0.78,Manufacturing,181,5,OH,38402849,6584918,3138967,Yes,No,0.87,48126734,41870258,7,No,1,,0.51,462094.25,0.23,0.87,1,0
18726.84,0.08,169022.51,59343.64,17228.7,SUB0666,Alpha Risk,Portal,Platinum,0.78,Warehousing,67,3,TX,24966915,4583819,1915041,Yes,No,0.92,31465775,28948513,5,No,1,,0.68,247093,0.24,0.92,1,0
19903.16,0.26,39653.19,15817.24,10548.67,SUB0667,FastBind,Email,Silver,0.5,Office Space,45,3,CO,10119970,2060587,627167,No,No,0.53,12807724,6788093,5,No,0,,0.53,75373.58,0.21,0.53,1,0
20557.36,0.18,68888.18,22879.23,17062.61,SUB0668,CoreTrust,Portal,Gold,0.66,Education,95,4,NJ,19148324,4437896,2209888,Yes,No,0.83,25796108,21410769,5,No,1,,0.61,112324.78,0.2,0.83,0.99,0
40529.88,0.24,91831.31,33767.86,32423.91,SUB0669,Alpha Risk,Portal,Platinum,0.78,Warehousing,103,3,TX,23622721,4439056,2170915,Yes,No,0.8,30232692,24186153,10,No,1,,0.55,166129.05,0.2,0.8,0.99,0
14125.37,0.03,333105.53,139212.35,12712.84,SUB0670,Alpha Risk,Portal,Platinum,0.78,Manufacturing,181,5,OH,35245787,6610729,2954037,Yes,No,0.9,44810553,40329497,10,No,1,,0.68,486443.24,0.29,0.9,1,0
5882.52,0.11,32991.82,13884.32,2411.83,SUB0671,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,20,10,FL,6727084,1279176,734789,No,Yes,0.41,8741049,3583830,3,Yes,0,,0.63,52758.67,0.26,0.41,1,0
21472.91,0.22,53204.98,24491.2,16534.14,SUB0672,CoreTrust,Portal,Gold,0.66,Education,87,4,NJ,18072671,3923578,1743387,Yes,No,0.77,23739636,18279519,1,No,1,,0.54,99169.09,0.25,0.77,1.01,0
8770.4,0.09,60819.9,22917.96,4385.2,SUB0673,SecureEdge,Wholesaler,Silver,0.4,Retail,44,5,CA,10480167,2749558,1530777,No,No,0.5,14760502,7380251,5,No,0,,0.66,92508.26,0.25,0.5,1,0
31812.32,0.22,77355.93,35905.31,22586.75,SUB0674,Beta Cover,Email,Gold,0.65,Manufacturing,115,2,FL,17637598,3172441,3229543,Yes,Yes,0.71,24039582,17068103,9,No,1,,0.53,145073.56,0.25,0.71,1,0
52237.23,0.09,370238.82,129891.58,43356.9,SUB0675,Alpha Risk,Portal,Platinum,0.78,Real Estate,249,8,NY,55145185,10005059,4956634,Yes,No,0.83,70106878,58188708,1,No,1,,0.67,552367.63,0.24,0.83,1,0
39229.02,0.12,225871.36,72095,36482.99,SUB0676,Alpha Risk,Portal,Platinum,0.78,Real Estate,250,8,NY,56964887,10080318,5395963,Yes,No,0.93,72441168,67370286,3,No,1,,0.67,337195.38,0.21,0.93,1,0
6623.27,0.13,34611.19,11429.37,2318.14,SUB0677,Delta Insure,API,Bronze,0.35,Hospitality,31,1,LA,3675080,500000,457077,No,Yes,0.35,4632157,1621254,4,Yes,0,,0.66,52663.83,0.22,0.35,1.01,0
16451.95,0.06,183734.15,67083.36,12174.44,SUB0678,Alpha Risk,Portal,Platinum,0.78,Warehousing,70,3,TX,26740390,5193460,1741641,Yes,No,0.74,33675491,24919863,1,Yes,1,,0.69,267269.46,0.25,0.74,1,0
12912.9,0.11,73344.29,28152.98,5165.16,SUB0679,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,16,10,FL,7513150,2440246,1337518,No,Yes,0.4,11290914,4516365,1,Yes,0,,0.64,114410.17,0.25,0.4,1,0
37012.89,0.19,102852.95,58388.55,24428.51,SUB0680,CoreTrust,Portal,Gold,0.66,Education,93,4,NJ,15076372,2816817,2338371,Yes,No,0.66,20231560,13352829,8,No,1,,0.52,198254.39,0.29,0.66,1,0
15648.88,0.12,77507.19,37229.36,10015.28,SUB0681,CoreTrust,Portal,Gold,0.66,Education,92,4,NJ,24498722,3297106,1834173,Yes,No,0.64,29630001,18963200,2,No,1,,0.59,130385.42,0.29,0.64,1,0
13925.39,0.03,331487.65,147198.62,10861.81,SUB0682,Alpha Risk,Portal,Platinum,0.78,Manufacturing,172,5,OH,37229153,6621661,3209619,Yes,No,0.78,47060433,36707137,8,No,1,,0.67,492611.67,0.3,0.78,1,0
72910.02,0.15,299000.04,129463.42,66348.12,SUB0683,Alpha Risk,Portal,Platinum,0.78,Manufacturing,165,5,OH,38619844,6351939,3403812,Yes,No,0.91,48375595,44021791,7,No,1,,0.6,501373.48,0.26,0.91,1.01,0
17348.12,0.09,131501.81,42732.68,11970.2,SUB0684,Beta Cover,Email,Gold,0.65,Manufacturing,130,2,FL,15838802,4773675,2853987,Yes,Yes,0.69,23466464,16191860,10,No,1,,0.69,191582.6,0.22,0.69,1,0
10480.61,0.17,37796.24,14354.46,3144.18,SUB0685,Delta Insure,API,Bronze,0.35,Hospitality,17,1,LA,4995384,500000,711889,No,Yes,0.3,6207273,1862181,10,No,0,,0.6,62631.3,0.23,0.3,1,0
1670.98,0.02,46805.8,20269.7,601.55,SUB0686,Delta Insure,API,Bronze,0.35,Hospitality,17,1,LA,8726460,853702,220865,No,Yes,0.36,9801027,3528369,2,No,0,,0.68,68746.48,0.29,0.36,0.99,0
25372.65,0.16,94917.26,40358.96,20805.58,SUB0687,CoreTrust,Portal,Gold,0.66,Education,89,4,NJ,19983846,3144099,1675187,Yes,No,0.82,24803132,20338568,6,No,1,,0.59,160648.88,0.25,0.82,1,0
36828.56,0.24,82760.48,34432.91,9575.43,SUB0688,Delta Insure,API,Bronze,0.35,Hospitality,44,1,LA,10297667,1847807,825236,No,Yes,0.26,12970710,3372384,6,No,0,,0.54,154021.95,0.22,0.26,1,0
21383.27,0.07,201455.92,66518.21,15609.79,SUB0689,CoreTrust,Portal,Gold,0.66,Education,96,4,NJ,19265440,3834117,1843375,Yes,No,0.73,24942932,18208340,3,Yes,1,,0.7,289357.41,0.23,0.73,1,0
16677.24,0.21,45131.81,19017.67,7838.3,SUB0690,SecureEdge,Wholesaler,Silver,0.4,Retail,50,5,CA,8203460,2046926,1426132,No,No,0.47,11676518,5487963,2,No,0,,0.56,80826.71,0.24,0.47,1.01,0
38016.85,0.12,223733.69,68686.25,29653.15,SUB0691,Alpha Risk,Portal,Platinum,0.78,Warehousing,89,3,TX,20491492,5910612,2116903,Yes,No,0.78,28519007,22244825,1,No,1,,0.68,330436.8,0.21,0.78,1.01,0
15129.25,0.2,44366.55,15586.41,7564.62,SUB0692,FastBind,Email,Silver,0.5,Office Space,65,3,CO,13202542,2088843,1147475,No,No,0.5,16438860,8219430,6,No,0,,0.59,75082.21,0.21,0.5,1,0
59055.13,0.14,279794.63,97542.36,51377.96,SUB0693,Alpha Risk,Portal,Platinum,0.78,Manufacturing,165,5,OH,40579300,7423360,2892722,Yes,No,0.87,50895382,44278982,5,No,1,,0.64,436392.12,0.22,0.87,1,0
44232.92,0.23,107317.49,39354.41,32732.36,SUB0694,CoreTrust,Portal,Gold,0.66,Education,88,4,NJ,17621707,3877827,2226126,Yes,No,0.74,23725660,17556988,9,No,1,,0.56,190904.82,0.21,0.74,1,0
39066.1,0.14,158181.84,79578.5,27346.27,SUB0695,Beta Cover,Email,Gold,0.65,Manufacturing,109,2,FL,16999981,3102172,3271602,Yes,Yes,0.7,23373755,16361628,1,No,1,,0.57,276826.44,0.29,0.7,1,0
21235.6,0.23,53239.36,18762.68,9131.31,SUB0696,SecureEdge,Wholesaler,Silver,0.4,Retail,52,5,CA,12963332,2893387,1416879,No,No,0.43,17273598,7427647,7,No,0,,0.57,93237.65,0.2,0.43,1,0
32916.93,0.21,94284.1,32707.36,23041.85,SUB0697,Beta Cover,Email,Gold,0.65,Manufacturing,119,2,FL,14008110,4829477,2967383,Yes,Yes,0.7,21804970,15263478,5,No,1,,0.59,159908.39,0.2,0.7,1,0
10749.24,0.16,40253.08,15623.67,5697.1,SUB0698,FastBind,Email,Silver,0.5,Office Space,66,3,CO,9343127,816443,917419,No,No,0.53,11076989,5870804,5,No,0,,0.6,66625.99,0.23,0.53,0.99,0
24052.86,0.13,113425.08,44169.8,20204.41,SUB0699,CoreTrust,Portal,Gold,0.66,Education,95,4,NJ,23295940,3525501,2146004,Yes,No,0.84,28967445,24332653,2,No,1,,0.62,181647.74,0.24,0.84,0.99,0
3224.85,0.02,133756.78,55713.44,2354.14,SUB0700,Beta Cover,Email,Gold,0.65,Manufacturing,131,2,FL,13291422,4102603,3069219,Yes,Yes,0.73,20463244,14938168,3,Yes,1,,0.69,192695.07,0.29,0.73,1,0
51317.14,0.15,197462.35,83183.92,40027.37,SUB0701,Alpha Risk,Portal,Platinum,0.78,Manufacturing,195,5,OH,38429983,7192734,3016759,Yes,No,0.78,48639476,37938791,7,No,1,,0.59,331963.4,0.25,0.78,0.99,0
10991.5,0.09,80355.83,30556.01,5825.5,SUB0702,SecureEdge,Wholesaler,Silver,0.4,Retail,54,5,CA,10372121,2540848,1318189,No,No,0.53,14231158,7542513,6,Yes,0,,0.66,121903.34,0.25,0.53,1,0
51308.44,0.14,225301.69,81196.28,45151.43,SUB0703,Alpha Risk,Portal,Platinum,0.78,Warehousing,84,3,TX,24829641,4718882,2058976,Yes,No,0.88,31607499,27814599,2,No,1,,0.63,357806.41,0.23,0.88,1,0
26099.78,0.24,58249.39,25393.49,10700.91,SUB0704,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,7410608,2666178,990431,No,Yes,0.41,11067217,4537558,6,No,0,,0.53,109742.67,0.23,0.41,1,0
51770.93,0.25,109158.28,42755.09,44523,SUB0705,Alpha Risk,Portal,Platinum,0.78,Warehousing,92,3,TX,26848867,5423765,2387586,Yes,No,0.86,34660218,29807787,2,No,1,,0.54,203684.3,0.21,0.86,1,0
5107.16,0.07,51068.23,21916.53,2196.08,SUB0706,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,6674408,2036148,1475950,No,Yes,0.43,10186506,4380197,2,No,0,,0.65,78091.91,0.28,0.43,1,0
56796.25,0.14,222752.81,116202.54,48276.81,SUB0707,Alpha Risk,Portal,Platinum,0.78,Manufacturing,169,5,OH,35257806,6702672,3167551,Yes,No,0.85,45128029,38358824,2,No,1,,0.56,395751.6,0.29,0.85,0.99,0
51201.01,0.17,170720.03,86370.74,30720.61,SUB0708,Beta Cover,Email,Gold,0.65,Manufacturing,132,2,FL,21543872,3377459,2691406,Yes,Yes,0.6,27612737,16567642,3,No,0,,0.55,308291.78,0.28,0.6,1,0
99257.62,0.2,277333.95,111345.98,89331.86,SUB0709,Alpha Risk,Portal,Platinum,0.78,Real Estate,266,8,NY,61712459,9250756,4603738,Yes,No,0.9,75566953,68010257,2,No,1,,0.57,487937.54,0.23,0.9,1,0
4243.9,0.09,27840.83,12921.24,1740,SUB0710,Delta Insure,API,Bronze,0.35,Hospitality,15,1,LA,4499599,1647322,200000,No,Yes,0.41,6346921,2602237,4,No,0,,0.62,45005.97,0.29,0.41,1,0
22124.1,0.2,64472.53,25258.45,8185.92,SUB0711,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,14,10,FL,12653443,2052959,862662,No,Yes,0.37,15569064,5760553,9,Yes,0,,0.58,111855.09,0.23,0.37,1.01,0
10757.31,0.2,28847.77,13914.6,4087.78,SUB0712,Delta Insure,API,Bronze,0.35,Hospitality,46,1,LA,3597226,500000,569060,No,Yes,0.38,4666286,1773188,6,Yes,0,,0.54,53519.68,0.26,0.38,1,0
148347.2,0.22,340415.26,186587.11,129062.06,SUB0713,Alpha Risk,Portal,Platinum,0.78,Real Estate,265,8,NY,62076838,9247838,5068542,Yes,No,0.87,76393218,66462099,1,No,1,,0.5,675349.57,0.28,0.87,1,0
9131.31,0.07,85931.17,37156.18,3835.15,SUB0714,FastBind,Email,Silver,0.5,Office Space,62,3,CO,14659771,2205062,1087144,No,No,0.42,17951977,7539830,8,Yes,0,,0.65,132218.67,0.28,0.42,1,0
78991.84,0.11,408444.74,202807.47,63983.39,SUB0715,Alpha Risk,Portal,Platinum,0.78,Real Estate,265,8,NY,62774408,9578975,5153172,Yes,No,0.81,77506555,62780309,7,No,1,,0.59,690244.05,0.29,0.81,0.99,0
51528.54,0.23,119153.77,52907.46,31947.69,SUB0716,Beta Cover,Email,Gold,0.65,Manufacturing,120,2,FL,15274505,3600575,2673855,Yes,Yes,0.62,21548935,13360339,10,No,1,,0.53,223589.77,0.24,0.62,1,0
17842.61,0.19,55231.24,22894.23,7137.04,SUB0717,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,31,10,FL,13963941,1185668,722673,No,Yes,0.4,15872282,6348912,3,No,0,,0.58,95968.08,0.24,0.4,1.01,0
