Submission ID,Broker Name,Channel,Broker Tier,Historical Bind Rate,Industry,Client Revenue ($M),Locations,State,Building Value ($),Contents Value ($),BI Value ($),Submission Complete,CAT Zone,Bind Propensity Score,Total Insured Value ($),Expected Value,Days to Quote,Prior Claims,Bind_Flag,submission_date
SUB0839,Alpha Risk,Portal,Platinum,0.78,Manufacturing,177,5,OH,36233882,6072282,2697892,Yes,No,0.75," 4,50,04,056.00 "," 3,37,53,042.00 ",4,No,1,2025-08-06
SUB0840,Alpha Risk,Portal,Platinum,0.78,Warehousing,77,3,TX,29143602,4946719,1553788,Yes,No,0.81," 3,56,44,109.00 "," 2,88,71,728.00 ",8,No,1,2025-09-12
SUB0841,Beta Cover,Email,Gold,0.65,Logistics,73,2,IL,10759401,2356305,543699,Yes,No,0.66," 1,36,59,405.00 "," 90,15,207.00 ",7,No,1,2024-10-24
SUB0842,FastBind,Email,Silver,0.5,Office Space,69,3,CO,9087862,529704,1256707,No,No,0.44," 1,08,74,273.00 "," 47,84,680.00 ",9,No,0,2024-11-28
SUB0843,Delta Insure,API,Bronze,0.35,Hospitality,32,1,LA,10655513,500000,536490,No,Yes,0.36," 1,16,92,003.00 "," 42,09,121.00 ",7,Yes,0,2024-12-21
SUB0844,Alpha Risk,Portal,Platinum,0.78,Manufacturing,177,5,OH,41006552,7053160,3135308,Yes,No,0.94," 5,11,95,020.00 "," 4,81,23,318.00 ",3,No,1,2025-01-08
SUB0845,Beta Cover,Email,Gold,0.65,Logistics,83,2,IL,11027862,2719802,558129,Yes,No,0.79," 1,43,05,793.00 "," 1,13,01,576.00 ",3,Yes,1,2025-02-26
SUB0846,CoreTrust,Portal,Gold,0.66,Education,93,4,NJ,21253402,3226009,1968113,Yes,No,0.66," 2,64,47,524.00 "," 1,74,55,365.00 ",8,No,1,2025-03-28
SUB0847,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,6762339,2344187,847040,No,Yes,0.38," 99,53,566.00 "," 37,82,355.00 ",5,No,0,2025-04-04
SUB0848,Alpha Risk,Portal,Platinum,0.78,Manufacturing,185,5,OH,39041534,7803976,2778134,Yes,No,0.82," 4,96,23,644.00 "," 4,06,91,388.00 ",4,Yes,1,2025-05-26
SUB0849,Delta Insure,API,Bronze,0.35,Hospitality,13,1,LA,4001625,528044,728036,No,Yes,0.33," 52,57,705.00 "," 17,35,042.00 ",8,No,0,2025-06-08
SUB0850,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,14,10,FL,5754654,1763660,990429,No,Yes,0.38," 85,08,743.00 "," 32,33,322.00 ",6,Yes,0,2025-07-26
SUB0851,Alpha Risk,Portal,Platinum,0.78,Warehousing,100,3,TX,22663538,5713019,1583175,Yes,No,0.8," 2,99,59,732.00 "," 2,39,67,785.00 ",2,Yes,1,2025-08-28
SUB0852,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,23,10,FL,11434928,1157518,1297226,No,Yes,0.47," 1,38,89,672.00 "," 65,28,145.00 ",4,No,0,2025-09-18
SUB0853,Alpha Risk,Portal,Platinum,0.78,Warehousing,79,3,TX,25885394,4856831,2179071,Yes,No,0.85," 3,29,21,296.00 "," 2,79,83,101.00 ",4,No,1,2024-10-28
SUB0854,FastBind,Email,Silver,0.5,Office Space,71,3,CO,6948771,933161,1190134,No,No,0.55," 90,72,066.00 "," 49,89,636.00 ",6,No,0,2024-11-28
SUB0855,CoreTrust,Portal,Gold,0.66,Education,93,4,NJ,22702502,3874439,2003170,Yes,No,0.74," 2,85,80,111.00 "," 2,11,49,282.00 ",6,No,1,2024-12-05
SUB0856,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,27,10,FL,11580574,1252932,874948,No,Yes,0.35," 1,37,08,454.00 "," 47,97,958.00 ",1,Yes,0,2025-01-09
SUB0857,Delta Insure,API,Bronze,0.35,Hospitality,45,1,LA,1054776,1666096,205209,No,Yes,0.38," 29,26,081.00 "," 11,11,910.00 ",8,Yes,0,2025-02-04
SUB0858,SecureEdge,Wholesaler,Silver,0.4,Retail,53,5,CA,16354927,3233582,1356876,No,No,0.43," 2,09,45,385.00 "," 90,06,515.00 ",6,Yes,0,2025-03-27
SUB0859,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,19,10,FL,9072190,1315300,1202190,No,Yes,0.31," 1,15,89,680.00 "," 35,92,800.00 ",3,Yes,0,2025-04-22
SUB0860,FastBind,Email,Silver,0.5,Office Space,51,3,CO,13960671,1258999,1413747,No,No,0.47," 1,66,33,417.00 "," 78,17,705.00 ",9,No,0,2025-05-17
SUB0861,Alpha Risk,Portal,Platinum,0.78,Warehousing,98,3,TX,21019421,4474184,1892018,Yes,No,0.75," 2,73,85,623.00 "," 2,05,39,217.00 ",2,No,1,2025-06-09
SUB0862,Alpha Risk,Portal,Platinum,0.78,Warehousing,68,3,TX,24439465,4149847,1964292,Yes,No,0.89," 3,05,53,604.00 "," 2,71,92,707.00 ",8,No,1,2025-07-01
SUB0863,SecureEdge,Wholesaler,Silver,0.4,Retail,50,5,CA,15109379,2408482,1810038,No,No,0.45," 1,93,27,899.00 "," 86,97,554.00 ",10,Yes,0,2025-08-21
SUB0864,Alpha Risk,Portal,Platinum,0.78,Warehousing,92,3,TX,23266288,4322963,1813185,Yes,No,0.9," 2,94,02,436.00 "," 2,64,62,192.00 ",3,No,1,2025-09-20
SUB0865,SecureEdge,Wholesaler,Silver,0.4,Retail,33,5,CA,16587758,2674270,1482333,No,No,0.4," 2,07,44,361.00 "," 82,97,744.00 ",5,No,0,2024-10-13
SUB0866,SecureEdge,Wholesaler,Silver,0.4,Retail,57,5,CA,8483184,2483670,1498371,No,No,0.37," 1,24,65,225.00 "," 46,12,133.00 ",6,Yes,0,2024-11-28
SUB0867,Delta Insure,API,Bronze,0.35,Hospitality,12,1,LA,10569224,1176267,424650,No,Yes,0.26," 1,21,70,141.00 "," 31,64,236.00 ",10,No,0,2024-12-16
SUB0868,Alpha Risk,Portal,Platinum,0.78,Manufacturing,174,5,OH,40697590,6899524,2807005,Yes,No,0.83," 5,04,04,119.00 "," 4,18,35,418.00 ",6,No,1,2025-01-13
SUB0869,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,12406985,2779636,672115,No,Yes,0.44," 1,58,58,736.00 "," 69,77,843.00 ",4,Yes,0,2025-02-14
SUB0870,SecureEdge,Wholesaler,Silver,0.4,Retail,38,5,CA,11105992,3499730,1350711,No,No,0.41," 1,59,56,433.00 "," 65,42,137.00 ",3,No,0,2025-03-03
SUB0871,Beta Cover,Email,Gold,0.65,Manufacturing,128,2,FL,14773167,3804795,3203127,Yes,Yes,0.61," 2,17,81,089.00 "," 1,32,86,464.00 ",4,No,1,2025-04-06
SUB0872,Alpha Risk,Portal,Platinum,0.78,Manufacturing,173,5,OH,38422842,7959638,3371390,Yes,No,0.88," 4,97,53,870.00 "," 4,37,83,405.00 ",1,No,1,2025-05-18
SUB0873,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,36,10,FL,9627200,2212520,1020969,No,Yes,0.33," 1,28,60,689.00 "," 42,44,027.00 ",4,No,0,2025-06-19
SUB0874,SecureEdge,Wholesaler,Silver,0.4,Retail,20,5,CA,13459210,3784487,1526933,No,No,0.46," 1,87,70,630.00 "," 86,34,489.00 ",1,No,0,2025-07-05
SUB0875,FastBind,Email,Silver,0.5,Office Space,62,3,CO,11083871,2255602,753970,No,No,0.61," 1,40,93,443.00 "," 85,97,000.00 ",1,No,1,2025-08-15
SUB0876,Alpha Risk,Portal,Platinum,0.78,Manufacturing,165,5,OH,42571548,6257296,3142402,Yes,No,0.91," 5,19,71,246.00 "," 4,72,93,833.00 ",10,No,1,2025-09-25
SUB0877,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,14,10,FL,10791361,1704023,796009,No,Yes,0.34," 1,32,91,393.00 "," 45,19,073.00 ",6,No,0,2024-10-02
SUB0878,Alpha Risk,Portal,Platinum,0.78,Manufacturing,174,5,OH,40439971,6989489,2704787,Yes,No,0.87," 5,01,34,247.00 "," 4,36,16,794.00 ",5,No,1,2024-11-10
SUB0879,SecureEdge,Wholesaler,Silver,0.4,Retail,56,5,CA,15831879,2649604,1298826,No,No,0.53," 1,97,80,309.00 "," 1,04,83,563.00 ",4,No,0,2024-12-24
SUB0880,SecureEdge,Wholesaler,Silver,0.4,Retail,53,5,CA,14502999,2962700,1006339,No,No,0.43," 1,84,72,038.00 "," 79,42,976.00 ",3,No,0,2025-01-18
SUB0881,SecureEdge,Wholesaler,Silver,0.4,Retail,58,5,CA,11694212,2741776,1693309,No,No,0.42," 1,61,29,297.00 "," 67,74,304.00 ",1,Yes,0,2025-02-27
SUB0882,Alpha Risk,Portal,Platinum,0.78,Real Estate,230,8,NY,58072121,9314462,5249232,Yes,No,0.95," 7,26,35,815.00 "," 6,90,04,024.00 ",6,Yes,1,2025-03-13
SUB0883,Beta Cover,Email,Gold,0.65,Manufacturing,101,2,FL,16240621,3328410,3470351,Yes,Yes,0.74," 2,30,39,382.00 "," 1,70,49,142.00 ",2,No,1,2025-04-05
SUB0884,Delta Insure,API,Bronze,0.35,Hospitality,10,1,LA,5616753,1418070,618414,No,Yes,0.33," 76,53,237.00 "," 25,25,568.00 ",8,No,0,2025-05-23
SUB0885,Alpha Risk,Portal,Platinum,0.78,Real Estate,250,8,NY,55262990,10557151,4744999,Yes,No,0.95," 7,05,65,140.00 "," 6,70,36,883.00 ",10,Yes,1,2025-06-24
SUB0886,FastBind,Email,Silver,0.5,Office Space,72,3,CO,9392129,2184493,710141,No,No,0.57," 1,22,86,763.00 "," 70,03,454.00 ",5,Yes,0,2025-07-01
SUB0887,Beta Cover,Email,Gold,0.65,Logistics,76,2,IL,10458679,1981991,922544,Yes,No,0.74," 1,33,63,214.00 "," 98,88,778.00 ",7,Yes,1,2025-08-22
SUB0888,Beta Cover,Email,Gold,0.65,Manufacturing,115,2,FL,17324755,3156761,2805199,Yes,Yes,0.76," 2,32,86,715.00 "," 1,76,97,903.00 ",10,No,1,2025-09-01
SUB0889,Alpha Risk,Portal,Platinum,0.78,Warehousing,79,3,TX,21084419,4948809,2388757,Yes,No,0.75," 2,84,21,985.00 "," 2,13,16,488.00 ",2,No,1,2024-10-18
SUB0890,Alpha Risk,Portal,Platinum,0.78,Warehousing,78,3,TX,24832148,4974575,2339533,Yes,No,0.91," 3,21,46,256.00 "," 2,92,53,092.00 ",8,No,1,2024-11-15
SUB0891,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,37,10,FL,6580777,2547193,1268703,No,Yes,0.47," 1,03,96,673.00 "," 48,86,436.00 ",2,No,0,2024-12-17
SUB0892,Alpha Risk,Portal,Platinum,0.78,Manufacturing,168,5,OH,41621173,6052396,2965943,Yes,No,0.81," 5,06,39,512.00 "," 4,10,18,004.00 ",4,No,1,2025-01-11
SUB0893,Alpha Risk,Portal,Platinum,0.78,Manufacturing,183,5,OH,38098819,7253883,3169232,Yes,No,0.78," 4,85,21,934.00 "," 3,78,47,108.00 ",1,No,1,2025-02-21
SUB0894,SecureEdge,Wholesaler,Silver,0.4,Retail,33,5,CA,14835458,2328078,1295548,No,No,0.41," 1,84,59,084.00 "," 75,68,224.00 ",5,No,0,2025-03-26
SUB0895,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,24,10,FL,11791628,1579006,1104625,No,Yes,0.36," 1,44,75,259.00 "," 52,11,093.00 ",9,Yes,0,2025-04-25
SUB0896,Alpha Risk,Portal,Platinum,0.78,Manufacturing,161,5,OH,38627140,6825147,3111717,Yes,No,0.8," 4,85,64,004.00 "," 3,88,51,203.00 ",1,No,1,2025-05-22
SUB0897,Alpha Risk,Portal,Platinum,0.78,Real Estate,262,8,NY,56022293,10657550,4631327,Yes,No,0.83," 7,13,11,170.00 "," 5,91,88,271.00 ",9,No,1,2025-06-27
SUB0898,Beta Cover,Email,Gold,0.65,Manufacturing,119,2,FL,13464114,3242452,3477962,Yes,Yes,0.74," 2,01,84,528.00 "," 1,49,36,550.00 ",8,No,1,2025-07-27
SUB0899,CoreTrust,Portal,Gold,0.66,Education,79,4,NJ,24772616,3703510,2312540,Yes,No,0.69," 3,07,88,666.00 "," 2,12,44,179.00 ",6,No,1,2025-08-17
SUB0900,Alpha Risk,Portal,Platinum,0.78,Real Estate,244,8,NY,64750929,9228946,4827176,Yes,No,0.89," 7,88,07,051.00 "," 7,01,38,275.00 ",7,No,1,2025-09-13
SUB0901,CoreTrust,Portal,Gold,0.66,Education,106,4,NJ,22579947,3654259,2246313,Yes,No,0.65," 2,84,80,519.00 "," 1,85,12,337.00 ",3,No,1,2024-10-01
SUB0902,Alpha Risk,Portal,Platinum,0.78,Manufacturing,191,5,OH,42821131,6072561,2993069,Yes,No,0.78," 5,18,86,761.00 "," 4,04,71,673.00 ",1,Yes,1,2024-11-02
SUB0903,Alpha Risk,Portal,Platinum,0.78,Manufacturing,181,5,OH,36713149,6781535,2758509,Yes,No,0.82," 4,62,53,193.00 "," 3,79,27,618.00 ",5,No,1,2024-12-09
SUB0904,FastBind,Email,Silver,0.5,Office Space,40,3,CO,9641755,1545549,907779,No,No,0.58," 1,20,95,083.00 "," 70,15,148.00 ",2,No,0,2025-01-03
SUB0905,Alpha Risk,Portal,Platinum,0.78,Real Estate,247,8,NY,59046686,10935480,4972642,Yes,No,0.93," 7,49,54,808.00 "," 6,97,07,971.00 ",5,Yes,1,2025-02-01
SUB0906,Alpha Risk,Portal,Platinum,0.78,Real Estate,230,8,NY,55539703,9548789,4766416,Yes,No,0.79," 6,98,54,908.00 "," 5,51,85,377.00 ",8,Yes,1,2025-03-21
SUB0907,Delta Insure,API,Bronze,0.35,Hospitality,32,1,LA,8811505,967384,339666,No,Yes,0.4," 1,01,18,555.00 "," 40,47,422.00 ",9,No,0,2025-04-16
SUB0908,SecureEdge,Wholesaler,Silver,0.4,Retail,45,5,CA,15413428,2769026,1147312,No,No,0.53," 1,93,29,766.00 "," 1,02,44,775.00 ",2,Yes,0,2025-05-23
SUB0909,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,33,10,FL,4248374,1653189,1014828,No,Yes,0.45," 69,16,391.00 "," 31,12,375.00 ",3,No,0,2025-06-06
SUB0910,Alpha Risk,Portal,Platinum,0.78,Manufacturing,192,5,OH,42587207,6861506,3171250,Yes,No,0.94," 5,26,19,963.00 "," 4,94,62,765.00 ",3,No,1,2025-07-28
SUB0911,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,22,10,FL,6818836,2605297,814744,No,Yes,0.3," 1,02,38,877.00 "," 30,71,663.00 ",1,No,0,2025-08-17
SUB0912,Alpha Risk,Portal,Platinum,0.78,Manufacturing,196,5,OH,43910949,7030544,3257670,Yes,No,0.91," 5,41,99,163.00 "," 4,93,21,238.00 ",8,Yes,1,2025-09-05
SUB0913,Delta Insure,API,Bronze,0.35,Hospitality,42,1,LA,6096261,956385,513067,No,Yes,0.37," 75,65,713.00 "," 27,99,313.00 ",6,No,0,2024-10-05
SUB0914,CoreTrust,Portal,Gold,0.66,Education,100,4,NJ,17219785,2725076,1589215,Yes,No,0.73," 2,15,34,076.00 "," 1,57,19,875.00 ",8,Yes,1,2024-11-06
SUB0915,FastBind,Email,Silver,0.5,Office Space,41,3,CO,11124499,825299,1469441,No,No,0.5," 1,34,19,239.00 "," 67,09,619.00 ",9,Yes,0,2024-12-03
SUB0916,CoreTrust,Portal,Gold,0.66,Education,99,4,NJ,20999678,4035602,2455602,Yes,No,0.72," 2,74,90,882.00 "," 1,97,93,435.00 ",5,No,1,2025-01-21
SUB0917,FastBind,Email,Silver,0.5,Office Space,39,3,CO,13120549,1985203,801886,No,No,0.55," 1,59,07,638.00 "," 87,49,200.00 ",3,No,0,2025-02-23
SUB0918,SecureEdge,Wholesaler,Silver,0.4,Retail,28,5,CA,11219262,3609343,1364534,No,No,0.44," 1,61,93,139.00 "," 71,24,981.00 ",5,No,0,2025-03-05
SUB0919,Beta Cover,Email,Gold,0.65,Manufacturing,103,2,FL,17423474,3261423,2664280,Yes,Yes,0.69," 2,33,49,177.00 "," 1,61,10,932.00 ",5,No,1,2025-04-21
SUB0920,Beta Cover,Email,Gold,0.65,Manufacturing,103,2,FL,13191611,3995412,2883570,Yes,Yes,0.75," 2,00,70,593.00 "," 1,50,52,944.00 ",5,Yes,1,2025-05-05
SUB0921,FastBind,Email,Silver,0.5,Office Space,41,3,CO,8689137,2295033,1103222,No,No,0.59," 1,20,87,392.00 "," 71,31,561.00 ",3,Yes,0,2025-06-10
SUB0922,Alpha Risk,Portal,Platinum,0.78,Warehousing,66,3,TX,29109766,5598012,1958577,Yes,No,0.76," 3,66,66,355.00 "," 2,78,66,429.00 ",10,No,1,2025-07-10
SUB0923,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,19,10,FL,4318000,2092733,1288870,No,Yes,0.4," 76,99,603.00 "," 30,79,841.00 ",4,No,0,2025-08-19
SUB0924,SecureEdge,Wholesaler,Silver,0.4,Retail,52,5,CA,15466245,3367087,1012823,No,No,0.47," 1,98,46,155.00 "," 93,27,692.00 ",9,No,0,2025-09-17
SUB0925,Alpha Risk,Portal,Platinum,0.78,Real Estate,253,8,NY,57247556,10285082,4890000,Yes,No,0.92," 7,24,22,638.00 "," 6,66,28,826.00 ",10,Yes,1,2024-10-21
SUB0926,Alpha Risk,Portal,Platinum,0.78,Warehousing,99,3,TX,28390312,5665780,1743991,Yes,No,0.89," 3,58,00,083.00 "," 3,18,62,073.00 ",9,No,1,2024-11-14
SUB0927,Alpha Risk,Portal,Platinum,0.78,Manufacturing,165,5,OH,40844810,7709295,3252099,Yes,No,0.75," 5,18,06,204.00 "," 3,88,54,653.00 ",2,Yes,1,2024-12-09
SUB0928,Alpha Risk,Portal,Platinum,0.78,Real Estate,230,8,NY,56874267,10722793,4756333,Yes,No,0.81," 7,23,53,393.00 "," 5,86,06,248.00 ",8,Yes,1,2025-01-14
SUB0929,CoreTrust,Portal,Gold,0.66,Education,88,4,NJ,19694000,3465924,1843750,Yes,No,0.72," 2,50,03,674.00 "," 1,80,02,645.00 ",8,No,1,2025-02-01
SUB0930,Beta Cover,Email,Gold,0.65,Manufacturing,123,2,FL,19345692,3273753,3353073,Yes,Yes,0.75," 2,59,72,518.00 "," 1,94,79,388.00 ",7,Yes,1,2025-03-19
SUB0931,Alpha Risk,Portal,Platinum,0.78,Manufacturing,161,5,OH,38227006,7128981,3183917,Yes,No,0.94," 4,85,39,904.00 "," 4,56,27,509.00 ",8,Yes,1,2025-04-13
SUB0932,Beta Cover,Email,Gold,0.65,Logistics,66,2,IL,15265503,2705489,1257546,Yes,No,0.77," 1,92,28,538.00 "," 1,48,05,974.00 ",3,No,1,2025-05-13
SUB0933,Beta Cover,Email,Gold,0.65,Manufacturing,126,2,FL,19847609,4095771,2800302,Yes,Yes,0.73," 2,67,43,682.00 "," 1,95,22,887.00 ",6,No,1,2025-06-04
SUB0934,SecureEdge,Wholesaler,Silver,0.4,Retail,44,5,CA,7852049,3078586,1433338,No,No,0.47," 1,23,63,973.00 "," 58,11,067.00 ",1,No,0,2025-07-01
SUB0935,Delta Insure,API,Bronze,0.35,Hospitality,38,1,LA,4139253,951871,200000,No,Yes,0.34," 52,91,124.00 "," 17,98,982.00 ",7,Yes,0,2025-08-17
SUB0936,FastBind,Email,Silver,0.5,Office Space,54,3,CO,8942880,2468451,1001548,No,No,0.48," 1,24,12,879.00 "," 59,58,181.00 ",1,Yes,0,2025-09-08
SUB0937,FastBind,Email,Silver,0.5,Office Space,36,3,CO,8298706,2319973,678920,No,No,0.44," 1,12,97,599.00 "," 49,70,943.00 ",9,Yes,0,2024-10-02
SUB0938,CoreTrust,Portal,Gold,0.66,Education,95,4,NJ,22084901,4466737,1843925,Yes,No,0.65," 2,83,95,563.00 "," 1,84,57,115.00 ",1,Yes,1,2024-11-28
SUB0939,Beta Cover,Email,Gold,0.65,Manufacturing,136,2,FL,13331399,3814033,3311382,Yes,Yes,0.76," 2,04,56,814.00 "," 1,55,47,178.00 ",1,No,1,2024-12-08
SUB0940,Delta Insure,API,Bronze,0.35,Hospitality,43,1,LA,6937578,1412459,200000,No,Yes,0.32," 85,50,037.00 "," 27,36,011.00 ",7,No,0,2025-01-07
SUB0941,Alpha Risk,Portal,Platinum,0.78,Manufacturing,161,5,OH,39879867,7839697,3089371,Yes,No,0.8," 5,08,08,935.00 "," 4,06,47,148.00 ",2,No,1,2025-02-26
SUB0942,Delta Insure,API,Bronze,0.35,Hospitality,41,1,LA,4811740,1369668,733931,No,Yes,0.33," 69,15,339.00 "," 22,82,061.00 ",5,No,0,2025-03-26
SUB0943,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,15,10,FL,13886700,2179080,868940,No,Yes,0.41," 1,69,34,720.00 "," 69,43,235.00 ",8,No,0,2025-04-02
SUB0944,Beta Cover,Email,Gold,0.65,Manufacturing,125,2,FL,19307381,4356526,3322195,Yes,Yes,0.71," 2,69,86,102.00 "," 1,91,60,132.00 ",8,No,1,2025-05-22
SUB0945,CoreTrust,Portal,Gold,0.66,Education,104,4,NJ,19014405,3765813,1519448,Yes,No,0.74," 2,42,99,666.00 "," 1,79,81,752.00 ",3,No,1,2025-06-22
SUB0946,Alpha Risk,Portal,Platinum,0.78,Real Estate,247,8,NY,57257229,10069194,4966133,Yes,No,0.77," 7,22,92,556.00 "," 5,56,65,268.00 ",7,No,1,2025-07-03
SUB0947,SecureEdge,Wholesaler,Silver,0.4,Retail,50,5,CA,15451749,3009558,1336572,No,No,0.39," 1,97,97,879.00 "," 77,21,172.00 ",3,No,0,2025-08-27
SUB0948,CoreTrust,Portal,Gold,0.66,Education,104,4,NJ,19171855,2843054,2268205,Yes,No,0.76," 2,42,83,114.00 "," 1,84,55,166.00 ",6,Yes,1,2025-09-18
SUB0949,CoreTrust,Portal,Gold,0.66,Education,79,4,NJ,21612664,2932603,1510434,Yes,No,0.82," 2,60,55,701.00 "," 2,13,65,674.00 ",6,No,1,2024-10-12
SUB0950,Beta Cover,Email,Gold,0.65,Logistics,83,2,IL,12712598,2723451,1277230,Yes,No,0.7," 1,67,13,279.00 "," 1,16,99,295.00 ",3,No,1,2024-11-01
SUB0951,Alpha Risk,Portal,Platinum,0.78,Real Estate,233,8,NY,64923367,9178217,4783926,Yes,No,0.84," 7,88,85,510.00 "," 6,62,63,828.00 ",7,Yes,1,2024-12-22
SUB0952,Beta Cover,Email,Gold,0.65,Manufacturing,104,2,FL,15489063,3676329,2608561,Yes,Yes,0.6," 2,17,73,953.00 "," 1,30,64,371.00 ",3,Yes,0,2025-01-12
SUB0953,Alpha Risk,Portal,Platinum,0.78,Warehousing,93,3,TX,28894102,4322063,2033148,Yes,No,0.79," 3,52,49,313.00 "," 2,78,46,957.00 ",8,No,1,2025-02-05
SUB0954,Alpha Risk,Portal,Platinum,0.78,Manufacturing,169,5,OH,41903551,7267290,3447513,Yes,No,0.93," 5,26,18,354.00 "," 4,89,35,069.00 ",10,No,1,2025-03-27
SUB0955,Alpha Risk,Portal,Platinum,0.78,Manufacturing,169,5,OH,35362968,7992935,3397027,Yes,No,0.87," 4,67,52,930.00 "," 4,06,75,049.00 ",4,No,1,2025-04-25
SUB0956,Alpha Risk,Portal,Platinum,0.78,Real Estate,237,8,NY,61937766,9047777,5078828,Yes,No,0.85," 7,60,64,371.00 "," 6,46,54,715.00 ",1,No,1,2025-05-17
SUB0957,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,9754107,2145395,1059064,No,Yes,0.45," 1,29,58,566.00 "," 58,31,354.00 ",4,Yes,0,2025-06-16
SUB0958,CoreTrust,Portal,Gold,0.66,Education,82,4,NJ,23380838,4394048,2098186,Yes,No,0.82," 2,98,73,072.00 "," 2,44,95,919.00 ",7,No,1,2025-07-15
SUB0959,SecureEdge,Wholesaler,Silver,0.4,Retail,57,5,CA,9016806,3240763,1300949,No,No,0.41," 1,35,58,518.00 "," 55,58,992.00 ",4,No,0,2025-08-23
SUB0960,Alpha Risk,Portal,Platinum,0.78,Real Estate,237,8,NY,55409268,9171053,4844773,Yes,No,0.84," 6,94,25,094.00 "," 5,83,17,078.00 ",6,No,1,2025-09-15
SUB0961,Alpha Risk,Portal,Platinum,0.78,Warehousing,95,3,TX,21575649,4327318,1967316,Yes,No,0.83," 2,78,70,283.00 "," 2,31,32,334.00 ",9,No,1,2024-10-05
SUB0962,Beta Cover,Email,Gold,0.65,Logistics,77,2,IL,13097234,2355228,1370525,Yes,No,0.69," 1,68,22,987.00 "," 1,16,07,861.00 ",1,Yes,1,2024-11-21
SUB0963,Beta Cover,Email,Gold,0.65,Logistics,51,2,IL,11332811,2582504,980986,Yes,No,0.74," 1,48,96,301.00 "," 1,10,23,262.00 ",5,Yes,1,2024-12-14
SUB0964,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,8261102,1885176,665557,No,Yes,0.38," 1,08,11,835.00 "," 41,08,497.00 ",7,Yes,0,2025-01-02
SUB0965,Alpha Risk,Portal,Platinum,0.78,Warehousing,89,3,TX,22851241,4211134,1862343,Yes,No,0.74," 2,89,24,718.00 "," 2,14,04,291.00 ",1,No,1,2025-02-11
SUB0966,Alpha Risk,Portal,Platinum,0.78,Real Estate,230,8,NY,55474864,10161472,5021619,Yes,No,0.77," 7,06,57,955.00 "," 5,44,06,625.00 ",4,Yes,1,2025-03-19
SUB0967,Alpha Risk,Portal,Platinum,0.78,Warehousing,71,3,TX,20700720,4389547,2040871,Yes,No,0.85," 2,71,31,138.00 "," 2,30,61,467.00 ",6,No,1,2025-04-07
SUB0968,Alpha Risk,Portal,Platinum,0.78,Manufacturing,174,5,OH,39546451,6025636,2646327,Yes,No,0.84," 4,82,18,414.00 "," 4,05,03,467.00 ",2,No,1,2025-05-06
SUB0969,Alpha Risk,Portal,Platinum,0.78,Manufacturing,192,5,OH,39366873,7454560,2687988,Yes,No,0.83," 4,95,09,421.00 "," 4,10,92,819.00 ",10,Yes,1,2025-06-28
SUB0970,CoreTrust,Portal,Gold,0.66,Education,114,4,NJ,17991724,2795299,2336823,Yes,No,0.69," 2,31,23,846.00 "," 1,59,55,453.00 ",5,Yes,1,2025-07-02
SUB0971,Alpha Risk,Portal,Platinum,0.78,Manufacturing,165,5,OH,40239371,7953158,3274296,Yes,No,0.85," 5,14,66,825.00 "," 4,37,46,801.00 ",10,Yes,1,2025-08-06
SUB0972,Alpha Risk,Portal,Platinum,0.78,Warehousing,77,3,TX,27467447,5780585,2289738,Yes,No,0.87," 3,55,37,770.00 "," 3,09,17,859.00 ",1,No,1,2025-09-18
SUB0973,FastBind,Email,Silver,0.5,Office Space,37,3,CO,12142959,864526,508160,No,No,0.6," 1,35,15,645.00 "," 81,09,387.00 ",6,Yes,0,2024-10-02
SUB0974,Beta Cover,Email,Gold,0.65,Manufacturing,128,2,FL,22816393,4534117,2934347,Yes,Yes,0.61," 3,02,84,857.00 "," 1,84,73,762.00 ",6,No,1,2024-11-18
SUB0975,FastBind,Email,Silver,0.5,Office Space,53,3,CO,6991818,710000,1457827,No,No,0.58," 91,59,645.00 "," 53,12,594.00 ",4,No,0,2024-12-15
SUB0976,FastBind,Email,Silver,0.5,Office Space,47,3,CO,11675421,911261,1270892,No,No,0.44," 1,38,57,574.00 "," 60,97,332.00 ",8,No,0,2025-01-27
SUB0977,CoreTrust,Portal,Gold,0.66,Education,93,4,NJ,21932817,4127254,1744504,Yes,No,0.64," 2,78,04,575.00 "," 1,77,94,928.00 ",4,No,1,2025-02-19
